timestamp,Game,Commence Time,Market,Sportsbook,Sportsbook Line,Odds,Recommended Pick,Confidence,Edge
2026-03-31T18:36:27.918937+00:00,New York Knicks at Houston Rockets,2026-04-01T00:10:00Z,moneyline,FanDuel,New York Knicks -110 vs Houston Rockets -106,New York Knicks -110 vs Houston Rockets -106,New York Knicks,50,0
2026-03-31T18:36:27.918937+00:00,Cleveland Cavaliers at Los Angeles Lakers,2026-04-01T02:40:00Z,moneyline,FanDuel,Cleveland Cavaliers 114 vs Los Angeles Lakers -134,Cleveland Cavaliers 114 vs Los Angeles Lakers -134,Los Angeles Lakers,50,0
2026-03-31T18:36:27.918937+00:00,Portland Trail Blazers at Los Angeles Clippers,2026-04-01T03:10:00Z,moneyline,FanDuel,Portland Trail Blazers 188 vs Los Angeles Clippers -225,Portland Trail Blazers 188 vs Los Angeles Clippers -225,Los Angeles Clippers,50,0
2026-03-31T18:37:25.398322+00:00,Phoenix Suns at Orlando Magic,2026-03-31T23:10:00Z,moneyline,FanDuel,Phoenix Suns 104 vs Orlando Magic -122,Phoenix Suns 104 vs Orlando Magic -122,Orlando Magic,50,0
2026-03-31T18:37:25.398322+00:00,Charlotte Hornets at Brooklyn Nets,2026-03-31T23:40:00Z,moneyline,FanDuel,Charlotte Hornets -2200 vs Brooklyn Nets 1100,Charlotte Hornets -2200 vs Brooklyn Nets 1100,Charlotte Hornets,50,0
2026-03-31T18:37:25.398322+00:00,Dallas Mavericks at Milwaukee Bucks,2026-04-01T00:10:00Z,moneyline,FanDuel,Dallas Mavericks -130 vs Milwaukee Bucks 110,Dallas Mavericks -130 vs Milwaukee Bucks 110,Dallas Mavericks,50,0
2026-03-31T18:37:25.398322+00:00,Toronto Raptors at Detroit Pistons,2026-04-01T00:10:00Z,moneyline,FanDuel,Toronto Raptors 134 vs Detroit Pistons -158,Toronto Raptors 134 vs Detroit Pistons -158,Detroit Pistons,50,0
2026-03-31T18:37:25.398322+00:00,New York Knicks at Houston Rockets,2026-04-01T00:10:00Z,moneyline,FanDuel,New York Knicks -110 vs Houston Rockets -106,New York Knicks -110 vs Houston Rockets -106,New York Knicks,50,0
2026-03-31T18:37:25.398322+00:00,Cleveland Cavaliers at Los Angeles Lakers,2026-04-01T02:40:00Z,moneyline,FanDuel,Cleveland Cavaliers 114 vs Los Angeles Lakers -134,Cleveland Cavaliers 114 vs Los Angeles Lakers -134,Los Angeles Lakers,50,0
2026-03-31T18:37:25.398322+00:00,Portland Trail Blazers at Los Angeles Clippers,2026-04-01T03:10:00Z,moneyline,FanDuel,Portland Trail Blazers 188 vs Los Angeles Clippers -225,Portland Trail Blazers 188 vs Los Angeles Clippers -225,Los Angeles Clippers,50,0
2026-03-31T18:38:26.291352+00:00,Phoenix Suns at Orlando Magic,2026-03-31T23:10:00Z,moneyline,FanDuel,Phoenix Suns 104 vs Orlando Magic -122,Phoenix Suns 104 vs Orlando Magic -122,Orlando Magic,50,0
2026-03-31T18:38:26.291352+00:00,Charlotte Hornets at Brooklyn Nets,2026-03-31T23:40:00Z,moneyline,FanDuel,Charlotte Hornets -2200 vs Brooklyn Nets 1100,Charlotte Hornets -2200 vs Brooklyn Nets 1100,Charlotte Hornets,50,0
2026-03-31T18:38:26.291352+00:00,Dallas Mavericks at Milwaukee Bucks,2026-04-01T00:10:00Z,moneyline,FanDuel,Dallas Mavericks -130 vs Milwaukee Bucks 110,Dallas Mavericks -130 vs Milwaukee Bucks 110,Dallas Mavericks,50,0
2026-03-31T18:38:26.291352+00:00,Toronto Raptors at Detroit Pistons,2026-04-01T00:10:00Z,moneyline,FanDuel,Toronto Raptors 134 vs Detroit Pistons -158,Toronto Raptors 134 vs Detroit Pistons -158,Detroit Pistons,50,0
2026-03-31T18:38:26.291352+00:00,New York Knicks at Houston Rockets,2026-04-01T00:10:00Z,moneyline,FanDuel,New York Knicks -110 vs Houston Rockets -106,New York Knicks -110 vs Houston Rockets -106,New York Knicks,50,0
2026-03-31T18:38:26.291352+00:00,Cleveland Cavaliers at Los Angeles Lakers,2026-04-01T02:40:00Z,moneyline,FanDuel,Cleveland Cavaliers 114 vs Los Angeles Lakers -134,Cleveland Cavaliers 114 vs Los Angeles Lakers -134,Los Angeles Lakers,50,0
2026-03-31T18:38:26.291352+00:00,Portland Trail Blazers at Los Angeles Clippers,2026-04-01T03:10:00Z,moneyline,FanDuel,Portland Trail Blazers 188 vs Los Angeles Clippers -225,Portland Trail Blazers 188 vs Los Angeles Clippers -225,Los Angeles Clippers,50,0
2026-03-31T18:39:30.744466+00:00,Phoenix Suns at Orlando Magic,2026-03-31T23:10:00Z,moneyline,FanDuel,Phoenix Suns 104 vs Orlando Magic -122,Phoenix Suns 104 vs Orlando Magic -122,Phoenix Suns,1255.56%,676.82%
2026-03-31T18:39:30.744466+00:00,Charlotte Hornets at Brooklyn Nets,2026-03-31T23:40:00Z,moneyline,FanDuel,Charlotte Hornets -2200 vs Brooklyn Nets 1100,Charlotte Hornets -2200 vs Brooklyn Nets 1100,Brooklyn Nets,300.00%,199.91%
2026-03-31T18:39:30.744466+00:00,Dallas Mavericks at Milwaukee Bucks,2026-04-01T00:10:00Z,moneyline,FanDuel,Dallas Mavericks -130 vs Milwaukee Bucks 110,Dallas Mavericks -130 vs Milwaukee Bucks 110,Milwaukee Bucks,1200.00%,649.09%
2026-03-31T18:39:30.744466+00:00,Toronto Raptors at Detroit Pistons,2026-04-01T00:10:00Z,moneyline,FanDuel,Toronto Raptors 134 vs Detroit Pistons -158,Toronto Raptors 134 vs Detroit Pistons -158,Toronto Raptors,1216.67%,657.59%
2026-03-31T18:39:30.744466+00:00,New York Knicks at Houston Rockets,2026-04-01T00:10:00Z,moneyline,FanDuel,New York Knicks -110 vs Houston Rockets -106,New York Knicks -110 vs Houston Rockets -106,Houston Rockets,1.85%,51.87%
2026-03-31T18:39:30.744466+00:00,Cleveland Cavaliers at Los Angeles Lakers,2026-04-01T02:40:00Z,moneyline,FanDuel,Cleveland Cavaliers 114 vs Los Angeles Lakers -134,Cleveland Cavaliers 114 vs Los Angeles Lakers -134,Cleveland Cavaliers,1240.00%,669.12%
2026-03-31T18:39:30.744466+00:00,Portland Trail Blazers at Los Angeles Clippers,2026-04-01T03:10:00Z,moneyline,FanDuel,Portland Trail Blazers 188 vs Los Angeles Clippers -225,Portland Trail Blazers 188 vs Los Angeles Clippers -225,Portland Trail Blazers,1116.22%,607.58%
2026-03-31T18:39:54.156182+00:00,Phoenix Suns at Orlando Magic,2026-03-31T23:10:00Z,moneyline,FanDuel,Phoenix Suns 104 vs Orlando Magic -122,Phoenix Suns 104 vs Orlando Magic -122,Phoenix Suns,1255.56%,676.82%
2026-03-31T18:39:54.156182+00:00,Charlotte Hornets at Brooklyn Nets,2026-03-31T23:40:00Z,moneyline,FanDuel,Charlotte Hornets -2200 vs Brooklyn Nets 1100,Charlotte Hornets -2200 vs Brooklyn Nets 1100,Brooklyn Nets,300.00%,199.91%
2026-03-31T18:39:54.156182+00:00,Dallas Mavericks at Milwaukee Bucks,2026-04-01T00:10:00Z,moneyline,FanDuel,Dallas Mavericks -130 vs Milwaukee Bucks 110,Dallas Mavericks -130 vs Milwaukee Bucks 110,Milwaukee Bucks,1200.00%,649.09%
2026-03-31T18:39:54.156182+00:00,Toronto Raptors at Detroit Pistons,2026-04-01T00:10:00Z,moneyline,FanDuel,Toronto Raptors 134 vs Detroit Pistons -158,Toronto Raptors 134 vs Detroit Pistons -158,Toronto Raptors,1216.67%,657.59%
2026-03-31T18:39:54.156182+00:00,New York Knicks at Houston Rockets,2026-04-01T00:10:00Z,moneyline,FanDuel,New York Knicks -110 vs Houston Rockets -106,New York Knicks -110 vs Houston Rockets -106,Houston Rockets,1.85%,51.87%
2026-03-31T18:39:54.156182+00:00,Cleveland Cavaliers at Los Angeles Lakers,2026-04-01T02:40:00Z,moneyline,FanDuel,Cleveland Cavaliers 114 vs Los Angeles Lakers -134,Cleveland Cavaliers 114 vs Los Angeles Lakers -134,Cleveland Cavaliers,1240.00%,669.12%
2026-03-31T18:39:54.156182+00:00,Portland Trail Blazers at Los Angeles Clippers,2026-04-01T03:10:00Z,moneyline,FanDuel,Portland Trail Blazers 188 vs Los Angeles Clippers -225,Portland Trail Blazers 188 vs Los Angeles Clippers -225,Portland Trail Blazers,1116.22%,607.58%
2026-03-31T18:40:55.181114+00:00,Phoenix Suns at Orlando Magic,2026-03-31T23:10:00Z,moneyline,FanDuel,Phoenix Suns 104 vs Orlando Magic -122,Phoenix Suns 104 vs Orlando Magic -122,Phoenix Suns,1255.56%,676.82%
2026-03-31T18:40:55.181114+00:00,Charlotte Hornets at Brooklyn Nets,2026-03-31T23:40:00Z,moneyline,FanDuel,Charlotte Hornets -2200 vs Brooklyn Nets 1100,Charlotte Hornets -2200 vs Brooklyn Nets 1100,Brooklyn Nets,300.00%,199.91%
2026-03-31T18:40:55.181114+00:00,Dallas Mavericks at Milwaukee Bucks,2026-04-01T00:10:00Z,moneyline,FanDuel,Dallas Mavericks -130 vs Milwaukee Bucks 110,Dallas Mavericks -130 vs Milwaukee Bucks 110,Milwaukee Bucks,1200.00%,649.09%
2026-03-31T18:40:55.181114+00:00,Toronto Raptors at Detroit Pistons,2026-04-01T00:10:00Z,moneyline,FanDuel,Toronto Raptors 134 vs Detroit Pistons -158,Toronto Raptors 134 vs Detroit Pistons -158,Toronto Raptors,1216.67%,657.59%
2026-03-31T18:40:55.181114+00:00,New York Knicks at Houston Rockets,2026-04-01T00:10:00Z,moneyline,FanDuel,New York Knicks -110 vs Houston Rockets -106,New York Knicks -110 vs Houston Rockets -106,Houston Rockets,1.85%,51.87%
2026-03-31T18:40:55.181114+00:00,Cleveland Cavaliers at Los Angeles Lakers,2026-04-01T02:40:00Z,moneyline,FanDuel,Cleveland Cavaliers 114 vs Los Angeles Lakers -134,Cleveland Cavaliers 114 vs Los Angeles Lakers -134,Cleveland Cavaliers,1240.00%,669.12%
2026-03-31T18:40:55.181114+00:00,Portland Trail Blazers at Los Angeles Clippers,2026-04-01T03:10:00Z,moneyline,FanDuel,Portland Trail Blazers 188 vs Los Angeles Clippers -225,Portland Trail Blazers 188 vs Los Angeles Clippers -225,Portland Trail Blazers,1116.22%,607.58%
2026-03-31T18:41:57.157474+00:00,Phoenix Suns at Orlando Magic,2026-03-31T23:10:00Z,moneyline,FanDuel,Phoenix Suns 104 vs Orlando Magic -122,Phoenix Suns 104 vs Orlando Magic -122,Phoenix Suns,1255.56%,676.82%
2026-03-31T18:41:57.157474+00:00,Charlotte Hornets at Brooklyn Nets,2026-03-31T23:40:00Z,moneyline,FanDuel,Charlotte Hornets -2200 vs Brooklyn Nets 1100,Charlotte Hornets -2200 vs Brooklyn Nets 1100,Brooklyn Nets,300.00%,199.91%
2026-03-31T18:41:57.157474+00:00,Dallas Mavericks at Milwaukee Bucks,2026-04-01T00:10:00Z,moneyline,FanDuel,Dallas Mavericks -130 vs Milwaukee Bucks 110,Dallas Mavericks -130 vs Milwaukee Bucks 110,Milwaukee Bucks,1200.00%,649.09%
2026-03-31T18:41:57.157474+00:00,Toronto Raptors at Detroit Pistons,2026-04-01T00:10:00Z,moneyline,FanDuel,Toronto Raptors 134 vs Detroit Pistons -158,Toronto Raptors 134 vs Detroit Pistons -158,Toronto Raptors,1216.67%,657.59%
2026-03-31T18:41:57.157474+00:00,New York Knicks at Houston Rockets,2026-04-01T00:10:00Z,moneyline,FanDuel,New York Knicks -110 vs Houston Rockets -106,New York Knicks -110 vs Houston Rockets -106,Houston Rockets,1.85%,51.87%
2026-03-31T18:41:57.157474+00:00,Cleveland Cavaliers at Los Angeles Lakers,2026-04-01T02:40:00Z,moneyline,FanDuel,Cleveland Cavaliers 114 vs Los Angeles Lakers -134,Cleveland Cavaliers 114 vs Los Angeles Lakers -134,Cleveland Cavaliers,1240.00%,669.12%
2026-03-31T18:41:57.157474+00:00,Portland Trail Blazers at Los Angeles Clippers,2026-04-01T03:10:00Z,moneyline,FanDuel,Portland Trail Blazers 188 vs Los Angeles Clippers -225,Portland Trail Blazers 188 vs Los Angeles Clippers -225,Portland Trail Blazers,1116.22%,607.58%
2026-03-31T18:42:51.787064+00:00,Phoenix Suns at Orlando Magic,2026-03-31T23:10:00Z,moneyline,FanDuel,Phoenix Suns 104 vs Orlando Magic -122,Phoenix Suns 104 vs Orlando Magic -122,Phoenix Suns,1255.56%,676.82%
2026-03-31T18:42:51.787064+00:00,Charlotte Hornets at Brooklyn Nets,2026-03-31T23:40:00Z,moneyline,FanDuel,Charlotte Hornets -2200 vs Brooklyn Nets 1100,Charlotte Hornets -2200 vs Brooklyn Nets 1100,Brooklyn Nets,300.00%,199.91%
2026-03-31T18:42:51.787064+00:00,Dallas Mavericks at Milwaukee Bucks,2026-04-01T00:10:00Z,moneyline,FanDuel,Dallas Mavericks -130 vs Milwaukee Bucks 110,Dallas Mavericks -130 vs Milwaukee Bucks 110,Milwaukee Bucks,1200.00%,649.09%
2026-03-31T18:42:51.787064+00:00,Toronto Raptors at Detroit Pistons,2026-04-01T00:10:00Z,moneyline,FanDuel,Toronto Raptors 134 vs Detroit Pistons -158,Toronto Raptors 134 vs Detroit Pistons -158,Toronto Raptors,1216.67%,657.59%
2026-03-31T18:42:51.787064+00:00,New York Knicks at Houston Rockets,2026-04-01T00:10:00Z,moneyline,FanDuel,New York Knicks -110 vs Houston Rockets -106,New York Knicks -110 vs Houston Rockets -106,Houston Rockets,1.85%,51.87%
2026-03-31T18:42:51.787064+00:00,Cleveland Cavaliers at Los Angeles Lakers,2026-04-01T02:40:00Z,moneyline,FanDuel,Cleveland Cavaliers 114 vs Los Angeles Lakers -134,Cleveland Cavaliers 114 vs Los Angeles Lakers -134,Cleveland Cavaliers,1240.00%,669.12%
2026-03-31T18:42:51.787064+00:00,Portland Trail Blazers at Los Angeles Clippers,2026-04-01T03:10:00Z,moneyline,FanDuel,Portland Trail Blazers 188 vs Los Angeles Clippers -225,Portland Trail Blazers 188 vs Los Angeles Clippers -225,Portland Trail Blazers,1116.22%,607.58%
2026-03-31T18:43:52.952589+00:00,Phoenix Suns at Orlando Magic,2026-03-31T23:10:00Z,moneyline,FanDuel,Phoenix Suns 104 vs Orlando Magic -124,Phoenix Suns 104 vs Orlando Magic -124,Phoenix Suns,1140.00%,619.04%
2026-03-31T18:43:52.952589+00:00,Charlotte Hornets at Brooklyn Nets,2026-03-31T23:40:00Z,moneyline,FanDuel,Charlotte Hornets -2200 vs Brooklyn Nets 1100,Charlotte Hornets -2200 vs Brooklyn Nets 1100,Brooklyn Nets,300.00%,199.91%
2026-03-31T18:43:52.952589+00:00,Dallas Mavericks at Milwaukee Bucks,2026-04-01T00:10:00Z,moneyline,FanDuel,Dallas Mavericks -130 vs Milwaukee Bucks 110,Dallas Mavericks -130 vs Milwaukee Bucks 110,Milwaukee Bucks,1200.00%,649.09%
2026-03-31T18:43:52.952589+00:00,Toronto Raptors at Detroit Pistons,2026-04-01T00:10:00Z,moneyline,FanDuel,Toronto Raptors 134 vs Detroit Pistons -158,Toronto Raptors 134 vs Detroit Pistons -158,Toronto Raptors,1216.67%,657.59%
2026-03-31T18:43:52.952589+00:00,New York Knicks at Houston Rockets,2026-04-01T00:10:00Z,moneyline,FanDuel,New York Knicks -110 vs Houston Rockets -106,New York Knicks -110 vs Houston Rockets -106,Houston Rockets,1.85%,51.87%
2026-03-31T18:43:52.952589+00:00,Cleveland Cavaliers at Los Angeles Lakers,2026-04-01T02:40:00Z,moneyline,FanDuel,Cleveland Cavaliers 114 vs Los Angeles Lakers -134,Cleveland Cavaliers 114 vs Los Angeles Lakers -134,Cleveland Cavaliers,1240.00%,669.12%
2026-03-31T18:43:52.952589+00:00,Portland Trail Blazers at Los Angeles Clippers,2026-04-01T03:10:00Z,moneyline,FanDuel,Portland Trail Blazers 188 vs Los Angeles Clippers -225,Portland Trail Blazers 188 vs Los Angeles Clippers -225,Portland Trail Blazers,1116.22%,607.58%
2026-03-31T18:44:55.748637+00:00,Phoenix Suns at Orlando Magic,2026-03-31T23:10:00Z,moneyline,FanDuel,Phoenix Suns 104 vs Orlando Magic -124,Phoenix Suns 104 vs Orlando Magic -124,Phoenix Suns,1140.00%,619.04%
2026-03-31T18:44:55.748637+00:00,Charlotte Hornets at Brooklyn Nets,2026-03-31T23:40:00Z,moneyline,FanDuel,Charlotte Hornets -2200 vs Brooklyn Nets 1100,Charlotte Hornets -2200 vs Brooklyn Nets 1100,Brooklyn Nets,300.00%,199.91%
2026-03-31T18:44:55.748637+00:00,Dallas Mavericks at Milwaukee Bucks,2026-04-01T00:10:00Z,moneyline,FanDuel,Dallas Mavericks -130 vs Milwaukee Bucks 110,Dallas Mavericks -130 vs Milwaukee Bucks 110,Milwaukee Bucks,1200.00%,649.09%
2026-03-31T18:44:55.748637+00:00,Toronto Raptors at Detroit Pistons,2026-04-01T00:10:00Z,moneyline,FanDuel,Toronto Raptors 134 vs Detroit Pistons -158,Toronto Raptors 134 vs Detroit Pistons -158,Toronto Raptors,1216.67%,657.59%
2026-03-31T18:44:55.748637+00:00,New York Knicks at Houston Rockets,2026-04-01T00:10:00Z,moneyline,FanDuel,New York Knicks -110 vs Houston Rockets -106,New York Knicks -110 vs Houston Rockets -106,Houston Rockets,1.85%,51.87%
2026-03-31T18:44:55.748637+00:00,Cleveland Cavaliers at Los Angeles Lakers,2026-04-01T02:40:00Z,moneyline,FanDuel,Cleveland Cavaliers 114 vs Los Angeles Lakers -134,Cleveland Cavaliers 114 vs Los Angeles Lakers -134,Cleveland Cavaliers,1240.00%,669.12%
2026-03-31T18:44:55.748637+00:00,Portland Trail Blazers at Los Angeles Clippers,2026-04-01T03:10:00Z,moneyline,FanDuel,Portland Trail Blazers 188 vs Los Angeles Clippers -225,Portland Trail Blazers 188 vs Los Angeles Clippers -225,Portland Trail Blazers,1116.22%,607.58%
2026-03-31T18:45:56.983152+00:00,Phoenix Suns at Orlando Magic,2026-03-31T23:10:00Z,moneyline,FanDuel,Phoenix Suns 104 vs Orlando Magic -124,Phoenix Suns 104 vs Orlando Magic -124,Phoenix Suns,1140.00%,619.04%
2026-03-31T18:45:56.983152+00:00,Charlotte Hornets at Brooklyn Nets,2026-03-31T23:40:00Z,moneyline,FanDuel,Charlotte Hornets -2200 vs Brooklyn Nets 1100,Charlotte Hornets -2200 vs Brooklyn Nets 1100,Brooklyn Nets,300.00%,199.91%
2026-03-31T18:45:56.983152+00:00,Dallas Mavericks at Milwaukee Bucks,2026-04-01T00:10:00Z,moneyline,FanDuel,Dallas Mavericks -130 vs Milwaukee Bucks 110,Dallas Mavericks -130 vs Milwaukee Bucks 110,Milwaukee Bucks,1200.00%,649.09%
2026-03-31T18:45:56.983152+00:00,Toronto Raptors at Detroit Pistons,2026-04-01T00:10:00Z,moneyline,FanDuel,Toronto Raptors 134 vs Detroit Pistons -158,Toronto Raptors 134 vs Detroit Pistons -158,Toronto Raptors,1216.67%,657.59%
2026-03-31T18:45:56.983152+00:00,New York Knicks at Houston Rockets,2026-04-01T00:10:00Z,moneyline,FanDuel,New York Knicks -110 vs Houston Rockets -106,New York Knicks -110 vs Houston Rockets -106,Houston Rockets,1.85%,51.87%
2026-03-31T18:45:56.983152+00:00,Cleveland Cavaliers at Los Angeles Lakers,2026-04-01T02:40:00Z,moneyline,FanDuel,Cleveland Cavaliers 114 vs Los Angeles Lakers -134,Cleveland Cavaliers 114 vs Los Angeles Lakers -134,Cleveland Cavaliers,1240.00%,669.12%
2026-03-31T18:45:56.983152+00:00,Portland Trail Blazers at Los Angeles Clippers,2026-04-01T03:10:00Z,moneyline,FanDuel,Portland Trail Blazers 188 vs Los Angeles Clippers -225,Portland Trail Blazers 188 vs Los Angeles Clippers -225,Portland Trail Blazers,1116.22%,607.58%
2026-03-31T18:46:58.184954+00:00,Phoenix Suns at Orlando Magic,2026-03-31T23:10:00Z,moneyline,FanDuel,Phoenix Suns 104 vs Orlando Magic -124,Phoenix Suns 104 vs Orlando Magic -124,Phoenix Suns,1140.00%,619.04%
2026-03-31T18:46:58.184954+00:00,Charlotte Hornets at Brooklyn Nets,2026-03-31T23:40:00Z,moneyline,FanDuel,Charlotte Hornets -2200 vs Brooklyn Nets 1100,Charlotte Hornets -2200 vs Brooklyn Nets 1100,Brooklyn Nets,300.00%,199.91%
2026-03-31T18:46:58.184954+00:00,Dallas Mavericks at Milwaukee Bucks,2026-04-01T00:10:00Z,moneyline,FanDuel,Dallas Mavericks -126 vs Milwaukee Bucks 108,Dallas Mavericks -126 vs Milwaukee Bucks 108,Milwaukee Bucks,1300.00%,699.07%
2026-03-31T18:46:58.184954+00:00,Toronto Raptors at Detroit Pistons,2026-04-01T00:10:00Z,moneyline,FanDuel,Toronto Raptors 134 vs Detroit Pistons -158,Toronto Raptors 134 vs Detroit Pistons -158,Toronto Raptors,1216.67%,657.59%
2026-03-31T18:46:58.184954+00:00,New York Knicks at Houston Rockets,2026-04-01T00:10:00Z,moneyline,FanDuel,New York Knicks -110 vs Houston Rockets -106,New York Knicks -110 vs Houston Rockets -106,Houston Rockets,1.85%,51.87%
